Collection,FloorEthPrice,MaxEthPrice,MinEthPrice,Sales,TimeStamp,VolumeInEth,Prediction_Start,SMA,RSI,buy_signal,sell_signal,action
pudgypenguins,2.849320388349515,3.89,2.849320388349515,84,1666569600,276.3915677846425,False,2.6057881424451006,64.24221069699219,1,0,-1
pudgypenguins,2.87091,4.95,2.855,138,1666656000,453.9398340000001,False,2.62104670552889,65.23519328046987,1,0,-1
pudgypenguins,2.85,4.5,2.85,36,1666742400,115.11,False,2.63173545552889,63.1133589118412,1,0,-1
pudgypenguins,2.72,3.18,2.72,42,1666828800,125.076294,False,2.63597045552889,50.378969214159696,1,0,-1
pudgypenguins,2.7431,11.0,2.7431,48,1666915200,195.95620092,False,2.62962545552889,52.50740889539508,1,0,-1
pudgypenguins,2.87091,3.29,2.87091,48,1667001600,148.64226,False,2.64191595552889,63.373123954782606,1,0,-1
pudgypenguins,2.87091,4.25,2.8088033266026793,126,1667088000,401.967589959616,False,2.65826145552889,63.373123954782606,1,0,-1
pudgypenguins,2.5,3.098,2.5,132,1667174400,358.19275045664654,False,2.658711031338395,31.10453794291716,0,1,1
pudgypenguins,2.6102,3.34444,2.6102,78,1667260800,222.4471933649289,False,2.652771031338395,42.06096903639647,0,1,1
pudgypenguins,2.7303,11.0,2.7303,42,1667347200,169.96518,False,2.657761031338395,52.37805500849723,1,0,-1
pudgypenguins,2.6215,3.3,2.6215,36,1667433600,110.4096,False,2.6605490944221843,43.58872301320477,0,1,1
pudgypenguins,2.7,5.55,2.7,66,1667520000,220.6698,False,2.672527333932068,51.003859473449474,1,0,-1
pudgypenguins,2.6401,4.2069,2.6401,66,1667606400,206.33226540284363,False,2.673007333932068,45.32154689711918,0,1,1
pudgypenguins,2.700001,6.9,2.700001,30,1667692800,116.608806,False,2.683002633932068,52.00546515112712,1,0,-1
pudgypenguins,2.6709947639483005,5.0,2.659495278966,120,1667779200,375.545971673796,False,2.688304782059083,48.422601003827516,0,1,1
pudgypenguins,2.649635545023697,4.48,2.6427109004739338,120,1667865600,351.39229619059137,False,2.707312782762858,45.53504054048881,0,1,1
pudgypenguins,2.0,7.49,1.7891950920377548,414,1667952000,1026.1783821232025,False,2.668996259056571,13.937299597193764,0,1,1
pudgypenguins,2.05,8.88,2.02501,186,1668038400,477.33541347313945,False,2.6394445090565704,19.32332660478522,0,1,1
pudgypenguins,2.0,5.99,1.9681146012415307,144,1668124800,377.5229869593616,False,2.614894084866075,17.921369382662977,0,1,1
pudgypenguins,2.1,2.9,1.9601,180,1668211200,414.8925493251873,False,2.5873940848660753,30.523176563563155,0,1,1
pudgypenguins,2.0993185194228112,3.993,2.0861803884562193,120,1668297600,283.6771283307373,False,2.54989399141974,30.483308208187726,0,1,1
pudgypenguins,2.0,3.1579,2.0,84,1668384000,193.46400000000003,False,2.50634849141974,24.624025954970822,0,1,1
pudgypenguins,2.3,6.0,2.3,78,1668556800,229.488,False,2.4788484914197397,56.3226171398197,0,0,0
pudgypenguins,2.384947919115951,10.0,2.3167582208645388,240,1668643200,693.2204506522405,False,2.462095887375537,61.981645183973676,0,0,0
